##grflangid 0x56,
##plural 1,
,
,
,
STR_GRF_NAME,{TITLE}
STR_GRF_DESCRIPTION,
STR_GRF_URL,https://github.com/nemethviktor/2ccts_revival
,
,
STR_USED_WITH_DYNAMIC_ENGINES,dynamic_engines = true (在openttd.cfg内设置)
STR_ERROR_REGION,"未激活地区分区, {STRING} 已禁用"
,
,
STR_PARAM_PURCHASE_COST,采购费用加倍
STR_PARAM_PURCHASE_COST_DESC,此参数可以提高或降低车辆采购费用。
STR_PARAM_RUNNING_COST,营运费用加倍
STR_PARAM_RUNNING_COST_DESC,此参数可以提高或降低车辆营运费用。
,
STR_WORD_NORMAL,默认
,
STR_SUFFIX_STEAMENGINE,
STR_SUFFIX_DIESELENGINE,
STR_SUFFIX_ELECTRICENGINE,
STR_SUFFIX_MAGLEVENGINE,
,
STR_SUFFIX_STEAMRAILBUS,蒸汽铁路巴士
STR_SUFFIX_DIESELRAILBUS,内燃铁路巴士
STR_SUFFIX_ELECTRICRAILBUS,电力铁路巴士
STR_SUFFIX_METRORAILBUS,单机城轨
STR_SUFFIX_MAGLEVRAILBUS,
,
STR_SUFFIX_DMU,内燃动车
STR_SUFFIX_EMU,电力动车
STR_SUFFIX_MAGLEVMU,
STR_SUFFIX_COACH,
STR_SUFFIX_WAGON,
STR_SUFFIX_METRO,城轨
,
STR_SUFFIX_UNPOWERED,无动力
STR_SUFFIX_POWERED,有动力
,
STR_SUFFIX_STEAM,蒸汽
STR_SUFFIX_DIESEL,内燃
STR_SUFFIX_ELECTRIC,电力
STR_SUFFIX_MAGLEV,磁浮
STR_SUFFIX_GAS_TURBINE,
,
STR_SUFFIX_1500V,
STR_SUFFIX_3KV,
STR_SUFFIX_15KV,
STR_SUFFIX_25KV,
STR_SUFFIX_OHLE,
STR_SUFFIX_3RD,
STR_SUFFIX_4TH,
STR_SUFFIX_DUAL,
,
,
STR_UNIT_WAGON_PASSENGER,此车厢仅能用于客运动车组，组成适当长度的列车
STR_UNIT_WAGON_CARGO,此车厢仅能用于货运动车组，组成适当长度列车
,
STR_CANNOT_ATTACH_WAGON_TO_MU,不可将普通车厢与动车混编
STR_CANNOT_ATTACH_WAGON_TO_UNIT_WAGON,不可将常规车厢挂载到动力车厢
STR_CANNOT_ATTACH_UNIT_WAGON_TO_ENGINE,不可将动车组车厢和常规机车混编
STR_CANNOT_ATTACH_UNIT_WAGON_TO_WAGON,不可将动车组车厢和常规车厢混编
STR_CANNOT_ATTACH_UNIT_WAGON_CARGO_TO_PASSENGER,不可将货车厢挂载于客车动车引擎
STR_CANNOT_ATTACH_UNIT_WAGON_PASSENGER_TO_CARGO,不可将客车车厢挂载于货物动车引擎
,
STR_PARAM_CONCEPT,概念车型
STR_PARAM_CONCEPT_DESC,使用概念车型
STR_PARAM_REGION_AFRICA,非洲
STR_PARAM_REGION_AFRICA_DESC,使用非洲车辆
STR_PARAM_REGION_NORTH_AMERICA,北美
STR_PARAM_REGION_NORTH_AMERICA_DESC,使用北美车辆
STR_PARAM_REGION_SOUTH_AMERICA,南美
STR_PARAM_REGION_SOUTH_AMERICA_DESC,使用南美车辆
STR_PARAM_REGION_ASIA,亚洲
